job_id/id;department_id/id;rank;lastname;firstname;lastname2;gender;identification_id;state
a1234-j1168;a1234-d215;солдат;ГОЛЕНТЮК;Гліб;Еркинович;male;2396870896;Trip
a1234-j1169;a1234-d215;солдат;ХРИСТЮК;Мар'ян;Павлович;male;1139390550;Trip
a1234-j1170;a1234-d215;солдат;ГОВ'ЯК;Прокоп;Сергійович;male;1175475701;Trip
a1234-j1171;a1234-d215;солдат;КУПА;Арсен;Юліанович;male;2072582417;Trip
a1234-j1172;a1234-d215;солдат;ДАНІЛЄВСЬКИЙ;Назарій;Адальбертович;male;1500745960;Trip
a1234-j1174;a1234-d215;солдат;ХАРЧЕНКО;Василь-Сергій;Аркадійович;male;2794081044;Trip
a1234-j1175;a1234-d215;солдат;СТОВПНИК;Михайло-Юрій;Микитович;male;2122660259;Trip
a1234-j1176;a1234-d215;солдат;ЛЕВКІН;Аркадій;Євгенійович;male;2003527645;Trip
a1234-j1177;a1234-d215;солдат;СТРІЛЕЦЬКИЙ;Ігнат;Махмутович;male;2171335283;Trip
a1234-j1178;a1234-d216;солдат;ЗАЇЧЕНКО;Мурат;Германович;male;2274005295;Trip
a1234-j1179;a1234-d216;солдат;СИЧОВ;Руслан;Мірчевич;male;1937379442;Trip
a1234-j1180;a1234-d216;солдат;ЦІСАР;Роман;Єфірович;male;1390554321;Trip
a1234-j1181;a1234-d216;солдат;ПУШЕНКО;Лазар;Тарасович;male;2875608341;Trip
a1234-j1182;a1234-d216;солдат;ДЕЙНЕКА;Микита;Чариєвич;male;2368318579;Trip
a1234-j1184;a1234-d216;солдат;АНДРІЮК;Гуванч;Абдулфат огли;male;2918122158;Trip
a1234-j1185;a1234-d216;солдат;КІПЕЛЬ;Тимур;Азерович;male;1427805669;Trip
a1234-j1186;a1234-d216;солдат;АНТОХІЙ;Богдан;Фарідович;male;2539780611;Trip
a1234-j1187;a1234-d216;солдат;СЕЛЬСЬКИЙ;Станіслав;Юсуфович;male;2706454135;Trip
a1234-j1188;a1234-d217;молодший сержант;ОНИСЬКО;Аркадій;Ісабал огли;male;2677386661;Trip
a1234-j1189;a1234-d217;солдат;БЕРДАР;Забар;Іванович;male;1254686248;Trip
a1234-j1190;a1234-d217;солдат;ПАЛАГНЮК;Валерій;Романович;male;1942502994;Trip
a1234-j1191;a1234-d217;солдат;КУЧЕР;Станіслав;Ігоревич;male;2265322633;Trip
a1234-j1192;a1234-d217;солдат;ГОРОБИНСЬКИЙ;Георгій;Адальбертович;male;1506020009;Trip
a1234-j1194;a1234-d217;солдат;КОРЗУН;Сорін;Гінязович;male;2202000982;Trip
a1234-j1195;a1234-d217;солдат;ПРОСКУРДІН;Михайло-Юрій;Адальбертович;male;1546933719;Trip
a1234-j1196;a1234-d217;солдат;ПЯТОВОЛЕНКО;Мікаель;Євстахійович;male;1931104912;Trip
a1234-j1197;a1234-d217;солдат;ДІДКОВСЬКИЙ;Вадим;Болеславович;male;1918186862;Trip
a1234-j1198;a1234-d218;лейтенант;КОНДРАТЕНКО;Олег;Васильович;male;2514109653;Trip
a1234-j1199;a1234-d218;молодший сержант;БРОДЮК;Захар;Леонідович;male;2157230524;Trip
a1234-j1201;a1234-d219;солдат;РЕМЕЗА;Тимофій;Фірудінович;male;2865282116;Trip
a1234-j1202;a1234-d219;солдат;СИЗОВ;Тарас;Шефкетович;male;1109544607;Trip
a1234-j1203;a1234-d219;солдат;БУТОВИЧ;Марат;Дарійович;male;1700571137;Trip
a1234-j1204;a1234-d219;солдат;ХОМ'ЯКОВ;Омелян;Сергійович;male;2396516597;Trip
a1234-j1205;a1234-d219;солдат;СМОЛИШИН;Інал;Артурович;male;1204019040;Trip
a1234-j1206;a1234-d219;солдат;БАЙЛЕМ;Кирил;Шихалійович;male;2674255146;Trip
a1234-j1207;a1234-d219;солдат;ШНЕЙДМІЛЛЕР;Елшан;Фролович;male;1432756121;Trip
a1234-j1208;a1234-d219;солдат;ІЛЬЧЕНКО;Руслан;Геннадійович;male;1326441096;Hospital
a1234-j1209;a1234-d219;солдат;ДЕШЕВИХ;Кирил;Зіновійович;male;1788022843;Hospital
a1234-j1210;a1234-d219;солдат;КУРЯЧИЙ;Веніамін;Станіславович;male;2261918702;Trip
a1234-j1211;a1234-d220;солдат;СМЕТАНСЬКИЙ;Андій;Вахтангович;male;1174451264;Trip
a1234-j1212;a1234-d220;солдат;РУЛЕНКОВ;Микола;Ісабал огли;male;1374663212;Trip
a1234-j1213;a1234-d220;солдат;СИВОХА;Лазар;Антонович;male;2195010502;Trip
a1234-j1214;a1234-d220;солдат;БАГІНСЬКИЙ;Радіон;Мірчевич;male;1974741263;Trip
a1234-j1215;a1234-d220;солдат;ДЕМКОВ;Іслам;Азерович;male;2442464202;Trip
a1234-j1216;a1234-d220;солдат;МУЖЕНКО;Андріан;Віктрович;male;2269406451;Trip
a1234-j1217;a1234-d220;солдат;БОГУШ;Мурад;Тихонович;male;1649714048;Trip
a1234-j1218;a1234-d220;солдат;ВАРНАВСЬКИЙ;Борис;Михйлович;male;2763512315;Trip
a1234-j1219;a1234-d220;солдат;ПОЙДІН;Артур;Георгійович;male;1205727916;Trip
a1234-j1220;a1234-d220;солдат;АЛІМОВ;Федор;Ігорович;male;1732484948;Trip
a1234-j1221;a1234-d221;старший солдат;ОЛЕКСЮК;Ігнат;Резович;male;1383584209;Trip
a1234-j1222;a1234-d221;солдат;МАСЛОВ;Веніамін;Олегович;male;2540960076;Trip
a1234-j1223;a1234-d221;солдат;МАНЖОЛА;Володимир;Еркинович;male;2248045347;Trip
a1234-j1224;a1234-d221;солдат;ТУМКО;Яків;Євгенович;male;2829647367;Trip
a1234-j1225;a1234-d221;солдат;ВИСОЦЬКИЙ;Владилен;Русланович;male;1774659642;Hospital
a1234-j1226;a1234-d221;солдат;КОТОУС;Радіон;Антонович;male;2732061822;Trip
a1234-j1227;a1234-d221;солдат;БРИЧОК;Інокентій;Мухтаралійович;male;2566270083;Trip
a1234-j1228;a1234-d221;солдат;БАЛЮК;Богдан;Сергійович;male;2714917241;Trip
a1234-j1229;a1234-d221;солдат;КИРИЛЕНКО;Тимур;Афанасійович;male;2282272225;Trip
a1234-j1230;a1234-d221;солдат;ГРУШИЦЬКИЙ;Іван;Манолійович;male;1418731595;Trip
a1234-j1231;a1234-d222;солдат;МОВЧАНЮК;Ілля;Чеславович;male;1838018896;Field
a1234-j1232;a1234-d222;солдат;МОТРІЙ;Тимур;Єгорович;male;2873631119;Trip
a1234-j1233;a1234-d222;солдат;КОШЛАТИЙ;Микита;Арсенійович;male;1047157423;Trip
a1234-j1234;a1234-d222;солдат;ТИСЛІЦЬКИЙ;Альберт;Максимович;male;2602754686;Trip
a1234-j1235;a1234-d222;солдат;ДАВИДОВ;Микола;Романович;male;1439116321;Trip
a1234-j1236;a1234-d222;солдат;ЛОЗА;Ян;Володимирвич;male;1913009241;Trip
a1234-j1237;a1234-d222;солдат;МАРЕЦЬКИЙ;Кирило;Зіновійович;male;1870824365;Trip
a1234-j1238;a1234-d222;солдат;КРИЖОВ;Салават;Радувич;male;2421683527;Trip
a1234-j1239;a1234-d222;солдат;ХАРБАКА;Кирило;Радувич;male;2983652405;Trip
a1234-j1240;a1234-d222;солдат;БОЯРКО;Ілля;Мефодійович;male;2794263745;Field
a1234-j1241;a1234-d223;молодший лейтенант;ПРОДАНЧУК;Тофік;Михйлович;male;1195004966;Field
a1234-j1242;a1234-d223;старший солдат;ВИШНЕВЕЦЬКИЙ;Кирило;Юсуфович;male;1334240668;Hospital
a1234-j1243;a1234-d223;солдат;АЛЕКСЄЄНКО;Іродіон;Джемалович;male;1067394695;Trip
a1234-j1244;a1234-d224;молодший сержант;ЛУКАШ;Кирил;Вілінович;male;2630791867;Trip
a1234-j1245;a1234-d224;солдат;ЗЕЛІНСЬКИЙ;Генадій;Олександрович;male;1560664431;Hospital
a1234-j1246;a1234-d224;солдат;ШАБАШОВ;Омелян;Янович;male;1115727006;Trip
a1234-j1247;a1234-d224;солдат;ЧЕРНИШОВ;Веніамін;Шихалійович;male;1085910057;Trip
a1234-j1248;a1234-d224;солдат;СЕЛЬСЬКИЙ;Расул;Михйлович;male;1340491756;Trip
a1234-j1249;a1234-d224;солдат;ЛЕЦИК;Мирослав;Веніамінович;male;2136147490;Trip
a1234-j1250;a1234-d224;старший солдат;СТАШЕНЮК;Вʼячеслав;Вахтангович;male;2312035627;Trip
a1234-j1251;a1234-d224;солдат;НЕПОМНЮЩИЙ;Ельхан;Денисович;male;2196287962;Field
a1234-j1252;a1234-d224;солдат;КОБЦЕВ;Антон;Вахтангович;male;1770373562;Trip
a1234-j1253;a1234-d224;солдат;ПЕТРОВ;Альберт;Маргутович;male;1001936177;Trip
a1234-j1254;a1234-d225;солдат;НІКОНОВ;Святослав;Святославович;male;1542954641;Trip
a1234-j1255;a1234-d225;солдат;ЦИПКОВСЬКИЙ;Руслан;Георгійович;male;2982793848;Hospital
a1234-j1256;a1234-d225;старший солдат;ДОРОШКЕВИЧ;Іслам;Ілкович;male;1994139038;Trip
a1234-j1257;a1234-d225;солдат;ПАВИЦЬКИЙ;Валерій;Намігович;male;2857873821;Trip
a1234-j1258;a1234-d225;солдат;НУРАДІЛОВ;Кузьма;Олександрович;male;1875766662;Trip
a1234-j1259;a1234-d225;солдат;БІЛИЙ;Єгор;Джемалович;male;2494498837;Trip
a1234-j1260;a1234-d225;старший сержант;ПІНЖАНІН;Генадій;Ісабал огли;male;1313299842;Trip
a1234-j1261;a1234-d225;старший солдат;БОЯРКО;Максим;Богданович;male;1186333292;Trip
a1234-j1262;a1234-d225;солдат;АНІСТРАТЕНКО;Інал;Якович;male;2967172966;Trip
a1234-j1263;a1234-d225;солдат;ПЛОТНІКОВ;Гуванч;Веніамінович;male;1821975725;Trip
a1234-j1264;a1234-d226;головний сержант;БЕЖЕНАРЬ;Віталій;Горхмазович;male;2071155653;Trip
a1234-j1265;a1234-d226;старший солдат;ТИМКІВ;Леонід;Бандали огли;male;1456946642;Hospital
a1234-j1266;a1234-d226;солдат;ВАСИЛЬЧЕНКО;Євгеній;Володимирвич;male;2347118082;Hospital
a1234-j1267;a1234-d226;солдат;БАГАУТДІНОВ;Тарас;Янович;male;1146848239;Trip
a1234-j1268;a1234-d226;солдат;ГОНТАРЄВ;Сергій;Миколайович;male;1329091665;Trip
a1234-j1269;a1234-d226;солдат;РИЖКОВ;Денис;Єгорович;male;2477037532;Hospital
a1234-j1270;a1234-d226;солдат;СМИШНЮК;Забар;Мірчевич;male;2124550771;Trip
a1234-j1271;a1234-d226;солдат;ГРИГОР'ЄВ;Арсен;Святославович;male;2997424641;Trip
a1234-j1272;a1234-d226;солдат;КІБАЛЕНКО;Георгій;Германович;male;2585229304;Trip
a1234-j1273;a1234-d226;солдат;АВЕТІСОВ;Андрій;Данилович;male;2801927829;Trip
a1234-j1274;a1234-d227;солдат;ПЕРЕВЕРЗЕВ;Владилен;Вікторович;male;1713747013;Trip
a1234-j1275;a1234-d227;солдат;ЩЕРБАТЮК;Геннадій;Івнович;male;1413589629;Trip
a1234-j1276;a1234-d227;солдат;КРИВОЛАПЧУК;Інал;Фролович;male;1856349064;Trip
a1234-j1277;a1234-d227;солдат;КУДЕРЧУК;Мурат;Афанасійович;male;2566589458;Trip
a1234-j1278;a1234-d227;солдат;ДЕМКОВ;Лазар;Даніельович;male;1706502951;Trip
a1234-j1279;a1234-d227;солдат;СКРИПКІН;Орест;Аббуль;male;1790146635;Trip
a1234-j1280;a1234-d227;солдат;КУЛАКОВСЬКИЙ;Фірад;Мхайлович;male;2359517408;Trip
a1234-j1281;a1234-d227;солдат;НІКУЛІН;Михайло-Юрій;Ярославович;male;2371216076;Trip
a1234-j1282;a1234-d227;солдат;ГАНДАБУРЯК;Іхтіяр;Івнович;male;1862496082;Trip
a1234-j1283;a1234-d227;солдат;ТЕТЕРУК;Мірча;Онуфрійович;male;2745825784;Trip
a1234-j1285;a1234-d228;солдат;ШУМІЛІН;Іхтіяр;Мухтаралійович;male;1208995476;Trip
a1234-j1286;a1234-d229;сержант;СТОЛЯРОВСЬКИЙ;Елшан;Владиславович;male;2113907566;Trip
a1234-j1287;a1234-d229;солдат;ДАЦЮК;Владилен;Гінязович;male;1661623409;Trip
a1234-j1288;a1234-d229;солдат;КАЛЬЧЕНКО;Мірча;Сергійович;male;1626643031;Trip
a1234-j1289;a1234-d229;солдат;КОЛЕЧКІН;Федір;Гурамович;male;2124203791;Trip
a1234-j1290;a1234-d229;солдат;БАБКІН;Михайло-Юрій;Святославович;male;2382107747;Trip
a1234-j1291;a1234-d230;солдат;ГРИГОР'ЄВ;Мірча;Антонович;male;1225082504;Trip
a1234-j1292;a1234-d230;солдат;КОСОВСЬКИЙ;Борис;Євгенович;male;1225558555;Trip
a1234-j1293;a1234-d230;солдат;АРАКЕЛОВ;Яків;Григорович;male;1566878316;Trip
a1234-j1294;a1234-d230;солдат;НЕСТЕРЕНКО;Любомир;Віталійович;male;2327007865;Trip
a1234-j1295;a1234-d230;солдат;СІМЧУК;Мірча;Бандали огли;male;1128080357;Trip
a1234-j1296;a1234-d231;молодший сержант;КОЛЕГА;Андріан;Львович;male;2532636048;Trip
a1234-j1297;a1234-d231;солдат;ЯЦЮК;Мірча;Фарідович;male;1727064369;Trip
a1234-j1298;a1234-d231;солдат;ТИМОФІЙЧУК;Олексій;Васильович;male;1040799825;Trip
a1234-j1299;a1234-d231;солдат;СОНИК;Мікаель;Бандали огли;male;1258240853;Field
a1234-j1300;a1234-d231;солдат;ВЕРЛАТИЙ;Кирило;Зенонович;male;2336020074;Trip
a1234-j1301;a1234-d232;сержант;ГАГЕЧКО;Георгій;Віталійович;male;2187164245;Hospital
a1234-j1302;a1234-d232;солдат;УШАНЬОВ;Федір;Іванович;male;1408341846;Trip
a1234-j1303;a1234-d232;солдат;ГРИНЬКІВ;Віталій;Васильльович;male;1911971950;Trip
a1234-j1304;a1234-d232;солдат;УСТИМЕНКО;Іродіон;Костнтинович;male;1357364759;Trip
a1234-j1305;a1234-d232;солдат;АНДРУЩЕНКО;Віталій;Германович;male;2857121145;Fugitive
a1234-j1306;a1234-d233;старший лейтенант;ШУВАЛОВ;Мікаель;Таіровіч;male;1309860721;Trip
a1234-j1309;a1234-d233;штаб-сержант;БОЧКАРЬОВ;Богдан;Йосипович;male;1057074614;Trip
a1234-j1310;a1234-d233;молодший сержант;ДРОНЬ;Тарас;Артурович;male;1875912045;Trip
a1234-j1311;a1234-d233;сержант;ЛОПОХ;Інокентій;Іванович;male;2202588066;Trip
a1234-j1312;a1234-d233;старший солдат;ГАРДІЄНЯ;Ельхан;Рудольфович;male;2054658001;Trip
a1234-j1313;a1234-d233;солдат;ОБЛАК;Вʼячеслав;Еркинович;male;1188314847;Trip
a1234-j1314;a1234-d233;солдат;САВЧУК;Яків;Вікентійович;male;1100665337;Trip
a1234-j1315;a1234-d233;старший солдат;МЕДНИК;Тарас;Віталійович;male;2304422108;Trip
a1234-j1316;a1234-d234;лейтенант;ВОЙТОВСЬКИЙ;Віталій;Орестович;male;2317806293;Trip
a1234-j1317;a1234-d234;солдат;ДИДИК;Павло;Євгенійович;male;2123810437;Trip
a1234-j1318;a1234-d234;солдат;ПОНОМАРЕНКО;Анатолій;Леонідович;male;2742497786;Trip
a1234-j1319;a1234-d235;старший сержант;ВЕРЛАТИЙ;Елшан;Єфірович;male;2051754240;Trip
a1234-j1320;a1234-d235;солдат;БЛАЩУК;Костянтин;Еугінєюсович;male;2561109864;Trip
a1234-j1321;a1234-d235;солдат;ГЛАДЧЕНКО;Забар;Мерабович;male;2991695187;Trip
a1234-j1322;a1234-d235;солдат;ІСАЧЕНКО;Сергій;Орестович;male;2245383204;Trip
a1234-j1323;a1234-d235;солдат;НІКОЛЮК;Владилен;Юсуфович;male;2791027533;Trip
a1234-j1324;a1234-d235;солдат;ЛЯЩЕНКО;Андрій;Фролович;male;2133466621;Trip
a1234-j1325;a1234-d235;солдат;САКАЛО;Маіл;Намігович;male;1838608774;Hospital
a1234-j1326;a1234-d235;солдат;АНДРІЄВСЬКИЙ;Гліб;Арсенійович;male;2898855068;Trip
a1234-j1327;a1234-d235;солдат;ШАНШАКОВ;Мікаель;Ілкович;male;1565662766;Trip
a1234-j1329;a1234-d236;сержант;ВИПІРАЙЛО;Назар;Васильльович;male;2704787280;Vocation
a1234-j1330;a1234-d236;солдат;КУБАЙ;Данил;Еугінєюсович;male;2763723306;Trip
a1234-j1332;a1234-d236;солдат;ПЕЦИК;Максим;Антатолійович;male;1411674379;Trip
a1234-j1333;a1234-d236;солдат;БОРЩІВСЬКИЙ;Мірча;Маркович;male;2638368318;Trip
a1234-j1334;a1234-d236;солдат;ОНИЩАК;Михайло-Юрій;Адальбертович;male;2519538298;Trip
a1234-j1335;a1234-d236;солдат;ГОЛОВАЩЕНКО;Сергій;Резович;male;2523646572;Trip
a1234-j1336;a1234-d236;солдат;МАКСИМІВ;Арсен;Маратович;male;2262987277;Trip
a1234-j1337;a1234-d236;солдат;АЛЕКСІЙЧУК;Захар;Миколайович;male;2755071716;Trip
a1234-j1338;a1234-d236;молодший сержант;ЛЯЛЯГІН;Сорін;Тарасович;male;2361576318;Trip
a1234-j1339;a1234-d237;сержант;ВЕЧЕРКО;Мірча;Георгійович;male;1419937967;Hospital
a1234-j1342;a1234-d237;солдат;ЛУПА;Олесь;Еркинович;male;1594054606;Trip
a1234-j1343;a1234-d237;солдат;ГЛУЩУК;Олег;Янович;male;1159699169;Field
a1234-j1344;a1234-d237;солдат;ПОСТОЄНКО;Інал;Дарійович;male;1635691616;Trip
a1234-j1345;a1234-d237;солдат;МАШТОЛЯР;Фірад;Афанасійович;male;2346532476;Trip
a1234-j1346;a1234-d237;солдат;БУЛІНГ;Ян;Олександрович;male;1263038788;Trip
a1234-j1347;a1234-d237;солдат;ЖУРАВЕЛЬ;Федот;Ростиславович;male;2818388887;Trip
a1234-j1348;a1234-d237;солдат;МАНЗУР;Дорін;Яремович;male;2672293508;Trip
a1234-j1349;a1234-d238;сержант;МИХАЙЛЕНКО;Ян;Нуманжонович;male;2265004321;Trip
a1234-j1350;a1234-d238;солдат;ЗАБОРОВСЬКИЙ;Олексій;Костнтинович;male;1023285184;Trip
a1234-j1351;a1234-d238;солдат;ОСТАПЕНКО;Захар;Резович;male;1245458556;Trip
a1234-j1352;a1234-d238;солдат;ТІМОХІН;Анатолій;Фролович;male;1164387543;Vocation
a1234-j1353;a1234-d238;солдат;СТРЕЛЬНИКОВИЧ;Енвер;Ілкович;male;1334163685;Trip
a1234-j1355;a1234-d238;солдат;СОБОЛЬ;Валентин;Фірудінович;male;1143420450;Trip
a1234-j1356;a1234-d238;солдат;БАТИРЄВ;Юрій;Іларіонович;male;2944579051;Trip
a1234-j1357;a1234-d238;солдат;ЛЕВЧЕНКО;Євгеній;Денисович;male;2710236716;Trip
a1234-j1358;a1234-d238;солдат;НИКОЛАЙЧУК;Гліб;Вадимович;male;2383656177;Trip
a1234-j1359;a1234-d239;старший лейтенант;ДІБЦЕВ;Кирил;Аркадійович;male;2117686672;Trip
a1234-j1360;a1234-d239;молодший сержант;РУТКОВЕЦЬКИЙ;Дамір;Ілліч;male;1545786368;Trip
a1234-j1361;a1234-d239;солдат;ЮШКЕВИЧ;Тарас;Мерабович;male;1351809251;Trip
a1234-j1362;a1234-d240;старший солдат;ОСАДЧИЙ;Забар;Ігоревич;male;1066983153;Fugitive
a1234-j1363;a1234-d240;солдат;ЮЗЬКО;Руслан;Любомирович;male;2838380413;Trip
a1234-j1364;a1234-d240;солдат;КОБИЛЬЧЕНКО;Святослав;Фарідович;male;2748711665;Trip
a1234-j1365;a1234-d240;солдат;ЧУРІН;Роман;Валентинович;male;1779286339;Trip
a1234-j1366;a1234-d240;солдат;ПАРХОМОВИЧ;Руслан;Миронович;male;1080315322;Trip
a1234-j1367;a1234-d240;солдат;САУЛЯК;Андрій;Ілкович;male;1309800974;Trip
a1234-j1368;a1234-d240;солдат;РЯБОШЛИК;Євгеній;Павлович;male;1382008882;Trip
a1234-j1369;a1234-d240;солдат;ЧОБОТАРУ;Федот;Віленович;male;1315028441;Hospital
a1234-j1370;a1234-d240;солдат;МАН;Генадій;Васильльович;male;1298587931;Trip
a1234-j1371;a1234-d240;солдат;БЕНЕТ;Гліб;Родіонович;male;1146247102;Fugitive
a1234-j1372;a1234-d241;солдат;ТАНЧИНЕЦЬ;Михайло-Юрій;Григорович;male;2461821204;Trip
a1234-j1373;a1234-d241;солдат;БЕНЬОВСЬКИЙ;Тимур;Ілкович;male;1399607928;Trip
a1234-j1374;a1234-d241;солдат;КОВАЛЬЧИК;Даніїл;Тимофійович;male;2252067818;Vocation
a1234-j1375;a1234-d241;солдат;ЧУЄНКО;Владислав;Мирославович;male;1699776468;Trip
a1234-j1376;a1234-d241;солдат;СУШИНСЬКИЙ;Захар;Орестович;male;1580827911;Trip
a1234-j1377;a1234-d241;солдат;ТКАЧ;Даніїл;Ількович;male;1039911281;Trip
a1234-j1378;a1234-d241;солдат;КУРЯЧИЙ;Фірад;Лутович;male;2128651772;Trip
a1234-j1379;a1234-d241;солдат;СЕМЕН;Кирило;Амангельдийович;male;1347521917;Trip
a1234-j1380;a1234-d241;солдат;КОМАРЕВЦЕВ;Олексій;Орестович;male;2975142561;Trip
a1234-j1381;a1234-d241;солдат;ПУСТОВАЛОВ;Гліб;Сергійович;male;1019934627;Trip
a1234-j1382;a1234-d242;молодший сержант;НИЧИТАЙЛО;Аркадій;Фарідович;male;1604369846;Hospital
a1234-j1383;a1234-d242;солдат;КАПЛЕНКО;Олексій;Сергійович;male;1193793204;Trip
a1234-j1384;a1234-d242;солдат;МУХА;Веніамін;Нариманович;male;2899253181;Trip
a1234-j1385;a1234-d242;солдат;ЛАВРИК;Дмитрій;Вілінович;male;2842757690;Trip
a1234-j1386;a1234-d242;солдат;ДАЦЮН;Захар;Гурамович;male;2603741697;Trip
a1234-j1387;a1234-d242;солдат;СІМОНОВ;Аркадій;Богданович;male;2357816756;Trip
a1234-j1388;a1234-d242;солдат;КАПУСТЯН;Микита;Йосипович;male;2706056272;Trip
a1234-j1389;a1234-d242;старший солдат;РОМАНЕЦЬ;Марк;Азерович;male;1896258357;Trip
a1234-j1390;a1234-d242;солдат;ШУМІЛІН;Василь-Сергій;Франкович;male;1860326039;Trip
a1234-j1391;a1234-d242;солдат;ДЕНИСЮК;Микола;Шихалійович;male;1936840188;Trip
a1234-j1392;a1234-d243;старший солдат;ДМИТЕРКО;Кирило;Зайірович;male;2258538721;Trip
a1234-j1393;a1234-d243;солдат;СЕНЧЕНКО;Назар;Амангельдийович;male;1581223127;Trip
a1234-j1394;a1234-d243;солдат;ГУБА;Мирослав;Єгорович;male;2983277107;Trip
a1234-j1395;a1234-d243;солдат;ЛИПІВСЬКИЙ;Максим;Костянтинович;male;2987068154;Trip
a1234-j1396;a1234-d243;солдат;РЕКОНВАЛЬД;Владлен;Леонідович;male;2436609705;Trip
a1234-j1397;a1234-d243;солдат;ЖАРІКОВ;Марат;Антолійович;male;2330428254;Trip
a1234-j1398;a1234-d243;солдат;ТИМОФЕЙ;Сергій;Віталійович;male;2615545641;Trip
a1234-j1399;a1234-d243;солдат;ЛОМАКІН;Іван;Лутович;male;2587014896;Trip
a1234-j1400;a1234-d243;солдат;ЦИМБАЛІСТ;Борис;Азатович;male;2737280674;Trip
a1234-j1401;a1234-d243;солдат;РОМАНЧУК;Михайло;Любомирович;male;2760863744;Trip
a1234-j1402;a1234-d244;молодший лейтенант;ПАНАСЮК;Федот;Романвич;male;2520487837;Trip
a1234-j1403;a1234-d244;молодший сержант;ВОРОБЕЦЬ;Петро;Мирославович;male;1107672287;Trip
a1234-j1404;a1234-d244;солдат;БОНДАРЕНКО;Дорін;Даніельович;male;2525374581;Trip
a1234-j1405;a1234-d245;солдат;МОЖАРІВСЬКИЙ;Дмитрій;Львович;male;1757695124;Trip
a1234-j1406;a1234-d245;солдат;ДОЦЕНКО;Максим;Зенонович;male;1199670763;Trip
a1234-j1407;a1234-d245;солдат;ПРУДЧЕНКО;Шахін;Івнович;male;1036008567;Trip
a1234-j1408;a1234-d245;солдат;КРИШМАР;Орест;Данеїлович;male;1953167817;Hospital
a1234-j1409;a1234-d245;солдат;ЗАВАТІН;Георгій;Фірудінович;male;2308914305;Trip
a1234-j1410;a1234-d245;солдат;ГЕЛЕР;Мурат;Миколайович;male;1525045038;Trip
a1234-j1411;a1234-d245;солдат;ЯРОШ;Андій;Геранович;male;2332039596;Trip
a1234-j1412;a1234-d245;штаб-сержант;КУРКУЛА;Кузьма;Владиславович;male;1080143954;Trip
a1234-j1413;a1234-d245;старший солдат;ЛІСОГУРСЬКИЙ;Ростислав;Адальбертович;male;1814033577;Trip
a1234-j1414;a1234-d245;сержант;САРАБ;Михайло-Мар'ян;Гурамович;male;1248403284;Trip
a1234-j1415;a1234-d246;солдат;ВЕРХОВОД;Альберт;Георгійович;male;2570616891;Trip
a1234-j1416;a1234-d246;солдат;ЄЛІСЄЄНКО;Коста;Єфірович;male;2196506194;Trip
a1234-j1417;a1234-d246;солдат;КІБАЛЕНКО;Владилен;Тимофійович;male;2653178604;Trip
a1234-j1418;a1234-d246;солдат;ПРОЦИК;Вячеслав;В'ячеславович;male;2770579505;Trip
a1234-j1419;a1234-d246;солдат;МОСАЛЕЦЬ;Кузьма;Борисович;male;2282445107;Field
a1234-j1420;a1234-d246;солдат;КЛЮЄВ;Умар;Афанасійович;male;1230437676;Trip
a1234-j1421;a1234-d246;солдат;ГОЛУБАШЕНКО;Микола;Бандали огли;male;2989319072;Trip
a1234-j1422;a1234-d246;солдат;ПРУДИВУС;Кирило;Афанасійович;male;1491375216;Trip
a1234-j1423;a1234-d246;солдат;ГОЛЯГІН;Альберт;Абдулфат огли;male;1510676540;Trip
a1234-j1424;a1234-d246;солдат;АХАТОВ;Андріан;Максимович;male;1816749123;Trip
a1234-j1425;a1234-d247;молодший сержант;ВЕРЕМІЙЧЕНКО;Іван;Микитович;male;2964838448;Trip
a1234-j1426;a1234-d247;солдат;ЗУДІНОВ;Назар;Джемалович;male;1426508348;Trip
a1234-j1427;a1234-d247;солдат;АЛЕКСІЙЧУК;Ярослав;Михайлович;male;1533470567;Trip
a1234-j1428;a1234-d247;солдат;МАКАРУК;Павло;Резович;male;1051630444;Trip
a1234-j1429;a1234-d247;солдат;ЗАЄЦЬ;Дмитро;Костянтинович;male;2225560877;Trip
a1234-j1430;a1234-d247;солдат;ЕВРЮКОВ;Ігор;Станіславович;male;1481351619;Trip
a1234-j1431;a1234-d247;солдат;КАЛКУТІН;Семен;Гарійович;male;1792350355;Trip
a1234-j1432;a1234-d247;солдат;БУТОВ;Андрій;Станіславович;male;2380549639;Trip
a1234-j1433;a1234-d247;старший солдат;КОШМАК;Михайло-Юрій;Мерабович;male;2739214400;Trip
a1234-j1434;a1234-d247;солдат;КОБЗАР;Роман;Радувич;male;1202075844;Trip
a1234-j1435;a1234-d248;солдат;СУП;Василь-Сергій;Аркадійович;male;1376798998;Trip
a1234-j1436;a1234-d248;солдат;НАГАЙДЕЛІ;Зайір;Костнтинович;male;2943996615;Trip
a1234-j1438;a1234-d248;солдат;ОТРИШКО;Орест;Семенович;male;1607834748;Hospital
a1234-j1439;a1234-d248;солдат;СУПРУН;Олесь;Шихалійович;male;2676518777;Trip
a1234-j1440;a1234-d248;солдат;ДЗВИНЯЦЬКИЙ;Мирослав;Аркадійович;male;2194614247;Trip
a1234-j1441;a1234-d248;солдат;КЛОЧКО;Маіл;Дмитрович;male;1612175364;Trip
a1234-j1442;a1234-d248;солдат;САЦЬКИЙ;Салават;Федорович;male;1528071315;Trip
