id;job_id/id;department_id/id;rank;name;lastname;firstname;middlename;gender;identification_id;mobile_phone;state;birthday
2001446332;a1234-j1149;a1234-d212;сержант;СОКОЛОВ Кирило Львович;СОКОЛОВ;Кирило;Львович;male;2001446332;+380507939213;Trip;23.05.1984
1568773867;a1234-j1150;a1234-d212;сержант;ГВОЗДІКОВ Владилен Гінязович;ГВОЗДІКОВ;Владилен;Гінязович;male;1568773867;+380637788174;Hospital;24.12.1996
2457769635;a1234-j1152;a1234-d212;солдат;ПЕРЕВЕРЗЕВ Денис Сергійович;ПЕРЕВЕРЗЕВ;Денис;Сергійович;male;2457769635;+380508523077;Trip;13.07.1975
1365063796;a1234-j1152;a1234-d212;солдат;ГОШУРЕНКО Василь-Сергій Веніамінович;ГОШУРЕНКО;Василь-Сергій;Веніамінович;male;1365063796;+380632052482;Trip;12.09.1987
1100502635;a1234-j1154;a1234-d212;солдат;АВЕТІСОВ Григорій Гочайович;АВЕТІСОВ;Григорій;Гочайович;male;1100502635;+380668181866;Trip;23.02.1983
1326373379;a1234-j1155;a1234-d213;молодший лейтенант;БУРЛАКА Василь-Сергій Намігович;БУРЛАКА;Василь-Сергій;Намігович;male;1326373379;+380669410002;Field;09.12.1977
1092278188;a1234-j1156;a1234-d213;головний сержант;МАНЖОЛА Едуард Афанасійович;МАНЖОЛА;Едуард;Афанасійович;male;1092278188;+380639105001;Trip;30.10.1981
1792539738;a1234-j1157;a1234-d213;солдат;ЧЕРНЕНКОВ Захар Михйлович;ЧЕРНЕНКОВ;Захар;Михйлович;male;1792539738;+380666955965;Hospital;20.05.1997
1637577411;a1234-j1158;a1234-d214;солдат;КАРМАНОВ Енвер Іванович;КАРМАНОВ;Енвер;Іванович;male;1637577411;+380507027304;Trip;25.01.1986
1844277472;a1234-j1159;a1234-d214;солдат;ОМЕЛЬЧЕНКО Роланд Ілкович;ОМЕЛЬЧЕНКО;Роланд;Ілкович;male;1844277472;+380505904183;Trip;31.10.1989
2780230884;a1234-j1160;a1234-d214;солдат;МУДРИЙ Тимур Зеновійович;МУДРИЙ;Тимур;Зеновійович;male;2780230884;+380661118501;Trip;14.11.1992
2292479842;a1234-j1161;a1234-d214;солдат;МАЦЕНЬКО Борис Арсенійович;МАЦЕНЬКО;Борис;Арсенійович;male;2292479842;+380674726537;Trip;02.08.1975
1109759762;a1234-j1162;a1234-d214;солдат;ВОЛОДЕНКОВ Андій Васильович;ВОЛОДЕНКОВ;Андій;Васильович;male;1109759762;+380502836606;Trip;26.04.1986
1576333425;a1234-j1163;a1234-d214;солдат;ГОЛОВКО Микола Любомирович;ГОЛОВКО;Микола;Любомирович;male;1576333425;+380635317815;Trip;11.10.1987
2099690346;a1234-j1165;a1234-d214;солдат;МІЩЕКО Микола Миронович;МІЩЕКО;Микола;Миронович;male;2099690346;+380671563803;Trip;02.11.1990
1967055182;a1234-j1166;a1234-d214;солдат;ШУМІЛІН Данил Євгенійович;ШУМІЛІН;Данил;Євгенійович;male;1967055182;+380669237639;Trip;16.08.1976
2139324422;a1234-j1167;a1234-d214;солдат;ГРИБ Герман Тимофійович;ГРИБ;Герман;Тимофійович;male;2139324422;+380636833296;Trip;08.05.1976
2179684033;a1234-j1168;a1234-d215;солдат;ВАХОВИЧ Олесь Вікторович;ВАХОВИЧ;Олесь;Вікторович;male;2179684033;+380633996990;Trip;24.09.1981
2234340922;a1234-j1169;a1234-d215;солдат;УМРИХІН Аркадій Артурович;УМРИХІН;Аркадій;Артурович;male;2234340922;+380661785578;Trip;06.09.1976
1473983658;a1234-j1170;a1234-d215;солдат;НАГОРНИЙ Віктор Георгійович;НАГОРНИЙ;Віктор;Георгійович;male;1473983658;+380503711084;Trip;12.06.1996
1263746957;a1234-j1171;a1234-d215;солдат;КОРЧМА Олег Мар'янович;КОРЧМА;Олег;Мар'янович;male;1263746957;+380632137732;Trip;16.01.1978
2056389859;a1234-j1172;a1234-d215;солдат;АЛЬОХІН Павло Йосифович;АЛЬОХІН;Павло;Йосифович;male;2056389859;+380506865886;Trip;16.07.1984
1822554611;a1234-j1174;a1234-d215;солдат;СОСНА Єгор Еугінєюсович;СОСНА;Єгор;Еугінєюсович;male;1822554611;+380636770062;Trip;17.03.1993
2491789141;a1234-j1175;a1234-d215;солдат;ОДОКІЄНКО Максим Гочайович;ОДОКІЄНКО;Максим;Гочайович;male;2491789141;+380504495398;Trip;17.07.1975
2216951674;a1234-j1176;a1234-d215;солдат;ЛАДИК Тимофій Ілліч;ЛАДИК;Тимофій;Ілліч;male;2216951674;+380675358950;Trip;16.06.1995
1915221706;a1234-j1177;a1234-d215;солдат;ПРОЦЬКО Геннадій Олексндрович;ПРОЦЬКО;Геннадій;Олексндрович;male;1915221706;+380664159880;Trip;06.07.1979
2321233999;a1234-j1178;a1234-d216;солдат;ГРІНЧУК Дорін Онуфрійович;ГРІНЧУК;Дорін;Онуфрійович;male;2321233999;+380504911432;Trip;25.06.1988
1769219346;a1234-j1179;a1234-d216;солдат;ГУЩИН Тофік Олексійович;ГУЩИН;Тофік;Олексійович;male;1769219346;+380678833985;Trip;07.05.1995
2241521284;a1234-j1180;a1234-d216;солдат;МАЗНИК Валерій Тарієлович;МАЗНИК;Валерій;Тарієлович;male;2241521284;+380675473911;Trip;04.03.1976
2930707372;a1234-j1181;a1234-d216;солдат;БОНДАРЄВ Григорій Ярославович;БОНДАРЄВ;Григорій;Ярославович;male;2930707372;+380672851157;Trip;15.06.1988
1801186496;a1234-j1182;a1234-d216;солдат;САХНЮК Кузьма Веніамінович;САХНЮК;Кузьма;Веніамінович;male;1801186496;+380679773459;Trip;07.10.1998
1831460601;a1234-j1184;a1234-d216;солдат;ІЛЬЧЕНКО Інокентій Мірчевич;ІЛЬЧЕНКО;Інокентій;Мірчевич;male;1831460601;+380662399034;Trip;25.03.1978
1184458722;a1234-j1185;a1234-d216;солдат;ФЕРЛЕЙ Шахін Орестович;ФЕРЛЕЙ;Шахін;Орестович;male;1184458722;+380637268480;Trip;11.09.1977
2587952461;a1234-j1186;a1234-d216;солдат;БРАТЧЕНЯ Альберт Святославович;БРАТЧЕНЯ;Альберт;Святославович;male;2587952461;+380673724820;Trip;16.06.1993
2837496026;a1234-j1187;a1234-d216;солдат;БОРОДАЙ Ігорь Романвич;БОРОДАЙ;Ігорь;Романвич;male;2837496026;+380633849429;Trip;27.01.1986
2107520189;a1234-j1188;a1234-d217;молодший сержант;РЕБРІЙ Олексій Юрійович;РЕБРІЙ;Олексій;Юрійович;male;2107520189;+380634922001;Trip;16.12.1976
2713766330;a1234-j1189;a1234-d217;солдат;ОХОТНІК Марк Дарійович;ОХОТНІК;Марк;Дарійович;male;2713766330;+380637578266;Trip;19.10.1992
2153387220;a1234-j1190;a1234-d217;солдат;ГАНЬО Ігнат Тарасович;ГАНЬО;Ігнат;Тарасович;male;2153387220;+380671875059;Trip;08.10.1979
1989967159;a1234-j1191;a1234-d217;солдат;КРАВЧУК Олексій Адальбертович;КРАВЧУК;Олексій;Адальбертович;male;1989967159;+380505104593;Trip;10.12.1984
1099452540;a1234-j1192;a1234-d217;солдат;КОПТЮХ Прокоп Фролович;КОПТЮХ;Прокоп;Фролович;male;1099452540;+380663728937;Trip;07.06.1989
1496821735;a1234-j1194;a1234-d217;солдат;ЛІСОГУРСЬКИЙ Омелян Айигович;ЛІСОГУРСЬКИЙ;Омелян;Айигович;male;1496821735;+380509695975;Trip;11.05.1992
2743078436;a1234-j1195;a1234-d217;солдат;ШАБАШОВ Вʼячеслав Богданович;ШАБАШОВ;Вʼячеслав;Богданович;male;2743078436;+380678095945;Trip;12.07.1976
1347588594;a1234-j1196;a1234-d217;солдат;МАРКО Сорін Йосифович;МАРКО;Сорін;Йосифович;male;1347588594;+380675841812;Trip;08.12.1983
2039063111;a1234-j1197;a1234-d217;солдат;СТОВПНИК Альберт Ярославович;СТОВПНИК;Альберт;Ярославович;male;2039063111;+380504369202;Trip;20.11.1980
1375569534;a1234-j1198;a1234-d218;лейтенант;РАДИК Василь Олегович;РАДИК;Василь;Олегович;male;1375569534;+380664313311;Trip;13.04.1999
2104278572;a1234-j1199;a1234-d218;молодший сержант;СЕДЛЕЦЬКИЙ Нікіта Ілліч;СЕДЛЕЦЬКИЙ;Нікіта;Ілліч;male;2104278572;+380673322831;Trip;24.05.1997
2236772911;a1234-j1201;a1234-d219;солдат;ГОРБАТЕНКО Арсен Адамович;ГОРБАТЕНКО;Арсен;Адамович;male;2236772911;+380672732047;Trip;25.11.1991
1276647261;a1234-j1202;a1234-d219;солдат;ГУМЕННИЙ Віктор Вікентійович;ГУМЕННИЙ;Віктор;Вікентійович;male;1276647261;+380631423749;Trip;03.08.1985
2071016983;a1234-j1203;a1234-d219;солдат;ЦИМБАЛІСТ Микола Чариєвич;ЦИМБАЛІСТ;Микола;Чариєвич;male;2071016983;+380504585018;Trip;18.12.1992
2048981886;a1234-j1204;a1234-d219;солдат;ПАСІЧНИК Арсен Мефодійович;ПАСІЧНИК;Арсен;Мефодійович;male;2048981886;+380674521121;Trip;03.06.1990
2416390764;a1234-j1205;a1234-d219;солдат;МАКАРОВ Михайло-Юрій Арсенійович;МАКАРОВ;Михайло-Юрій;Арсенійович;male;2416390764;+380637230254;Trip;13.11.1989
1258009601;a1234-j1206;a1234-d219;солдат;ГОРОБИНСЬКИЙ Генадій Гарійович;ГОРОБИНСЬКИЙ;Генадій;Гарійович;male;1258009601;+380669786828;Trip;13.06.1984
2067886835;a1234-j1206;a1234-d219;солдат;БАСЮК Олесь Денисович;БАСЮК;Олесь;Денисович;male;2067886835;+380669840915;Trip;09.10.1983
2537798595;a1234-j1208;a1234-d219;солдат;ДЕЙНЕКА Мурад Рудольфович;ДЕЙНЕКА;Мурад;Рудольфович;male;2537798595;+380507967568;Hospital;28.09.1982
2812424442;a1234-j1209;a1234-d219;солдат;ФІЛІППОВ Енвер Андрійович;ФІЛІППОВ;Енвер;Андрійович;male;2812424442;+380507136497;Hospital;29.06.1998
1332087813;a1234-j1210;a1234-d219;солдат;МЕЛЬНИЧЕНКО Арнольд Микитович;МЕЛЬНИЧЕНКО;Арнольд;Микитович;male;1332087813;+380672686955;Trip;23.11.1988
2088104582;a1234-j1211;a1234-d220;солдат;ЛУПА Олексій Васильович;ЛУПА;Олексій;Васильович;male;2088104582;+380633077387;Trip;30.07.1977
1305798122;a1234-j1212;a1234-d220;солдат;ЮРКІВ Вʼячеслав Данеїлович;ЮРКІВ;Вʼячеслав;Данеїлович;male;1305798122;+380663935814;Trip;04.03.1984
2047505591;a1234-j1213;a1234-d220;солдат;МОВЛЯВ Захар Гінязович;МОВЛЯВ;Захар;Гінязович;male;2047505591;+380502703809;Trip;08.07.1975
2345091513;a1234-j1214;a1234-d220;солдат;КУЧЕРЕНКО Станіслав Даніельович;КУЧЕРЕНКО;Станіслав;Даніельович;male;2345091513;+380506649332;Trip;08.07.1984
1233205933;a1234-j1215;a1234-d220;солдат;ЧЕЧЕЛЬ Рустам Горхмазович;ЧЕЧЕЛЬ;Рустам;Горхмазович;male;1233205933;+380633064339;Trip;07.06.1991
2540315352;a1234-j1215;a1234-d220;солдат;ШМАЛЬКО Данило Юрійович;ШМАЛЬКО;Данило;Юрійович;male;2540315352;+380671000470;Trip;14.03.1985
1082044757;a1234-j1217;a1234-d220;солдат;ЗЕЛЕНЮК Семен Германович;ЗЕЛЕНЮК;Семен;Германович;male;1082044757;+380638947911;Trip;03.03.1985
2447271796;a1234-j1218;a1234-d220;солдат;ТРУХАЧОВ Тофік Тарієлович;ТРУХАЧОВ;Тофік;Тарієлович;male;2447271796;+380636131216;Trip;01.07.1981
1448869026;a1234-j1219;a1234-d220;солдат;БАКШЄЄВ Арсен Русланович;БАКШЄЄВ;Арсен;Русланович;male;1448869026;+380671821631;Trip;28.12.1992
2101220109;a1234-j1220;a1234-d220;солдат;ВОРОБЧУК Остап Абдулфат огли;ВОРОБЧУК;Остап;Абдулфат огли;male;2101220109;+380672789139;Trip;31.05.1976
1097364492;a1234-j1221;a1234-d221;старший солдат;РУСНАК Данил Намігович;РУСНАК;Данил;Намігович;male;1097364492;+380678364696;Trip;22.02.1994
2029167526;a1234-j1222;a1234-d221;солдат;ЮРЧАК Артур Борисович;ЮРЧАК;Артур;Борисович;male;2029167526;+380501646525;Trip;16.07.1981
2028517944;a1234-j1223;a1234-d221;солдат;БАКШЄЄВ Вадим В'ячеславович;БАКШЄЄВ;Вадим;В'ячеславович;male;2028517944;+380673004441;Trip;26.10.1998
2177734723;a1234-j1224;a1234-d221;солдат;НІМЧУК Микита Чариєвич;НІМЧУК;Микита;Чариєвич;male;2177734723;+380661049057;Trip;13.08.1979
1935247093;a1234-j1225;a1234-d221;солдат;КАСЬЯН Салават Анатолійович;КАСЬЯН;Салават;Анатолійович;male;1935247093;+380669442814;Hospital;26.10.1988
1655260966;a1234-j1225;a1234-d221;солдат;ПЕТРОВ Мар'ян Олексндрович;ПЕТРОВ;Мар'ян;Олексндрович;male;1655260966;+380662521025;Trip;26.11.1988
2259008391;a1234-j1227;a1234-d221;солдат;КАЧУР Євген Фірудінович;КАЧУР;Євген;Фірудінович;male;2259008391;+380664585800;Trip;25.11.1977
2552880214;a1234-j1228;a1234-d221;солдат;ДУМІНІКА Гліб Махмутович;ДУМІНІКА;Гліб;Махмутович;male;2552880214;+380673205802;Trip;17.02.1983
2368393436;a1234-j1229;a1234-d221;солдат;ЛУК'ЯНЕНКО Федор Еркинович;ЛУК'ЯНЕНКО;Федор;Еркинович;male;2368393436;+380501637062;Trip;01.04.1979
2092925194;a1234-j1230;a1234-d221;солдат;МУШИК Михайло-Мар'ян Сариєвич;МУШИК;Михайло-Мар'ян;Сариєвич;male;2092925194;+380678039619;Trip;30.08.1981
2647685764;a1234-j1231;a1234-d222;солдат;ДРІБІТКО Едуард Рудольфович;ДРІБІТКО;Едуард;Рудольфович;male;2647685764;+380676434388;Field;18.10.1977
1474178947;a1234-j1232;a1234-d222;солдат;ПІСКЛОВ Данил Васильльович;ПІСКЛОВ;Данил;Васильльович;male;1474178947;+380633602637;Trip;28.08.1981
2232199443;a1234-j1233;a1234-d222;солдат;КІЦИНЕНКО Мурад Шихалійович;КІЦИНЕНКО;Мурад;Шихалійович;male;2232199443;+380667900123;Trip;20.08.1983
1687535520;a1234-j1234;a1234-d222;солдат;ЛЯШИНСЬКИЙ Прокоп Мхайлович;ЛЯШИНСЬКИЙ;Прокоп;Мхайлович;male;1687535520;+380637986313;Trip;05.06.1994
1425667576;a1234-j1235;a1234-d222;солдат;БАКУМЕНКО Расул Олексндрович;БАКУМЕНКО;Расул;Олексндрович;male;1425667576;+380674483102;Trip;09.12.1990
2372675893;a1234-j1235;a1234-d222;солдат;ДРОНЬ Яків Борисович;ДРОНЬ;Яків;Борисович;male;2372675893;+380676030779;Trip;07.11.1997
2318289671;a1234-j1237;a1234-d222;солдат;ШЕВЦОВ Расул Зіновійович;ШЕВЦОВ;Расул;Зіновійович;male;2318289671;+380664066128;Trip;25.11.1987
1037777125;a1234-j1238;a1234-d222;солдат;ЛЄСНІКОВ Артур Михйлович;ЛЄСНІКОВ;Артур;Михйлович;male;1037777125;+380677385385;Trip;17.12.1998
2677605433;a1234-j1239;a1234-d222;солдат;КУБАЙ Забар Манолійович;КУБАЙ;Забар;Манолійович;male;2677605433;+380633550744;Trip;28.01.1983
2689686393;a1234-j1240;a1234-d222;солдат;МАТКІВСЬКИЙ Аркадій Ілкович;МАТКІВСЬКИЙ;Аркадій;Ілкович;male;2689686393;+380677078038;Field;28.03.1997
1889963127;a1234-j1241;a1234-d223;молодший лейтенант;ВЕЧЕРКО Федір Святославович;ВЕЧЕРКО;Федір;Святославович;male;1889963127;+380662364249;Field;20.08.1997
1284502526;a1234-j1242;a1234-d223;старший солдат;КАЛИНІВ Дамір Вадимович;КАЛИНІВ;Дамір;Вадимович;male;1284502526;+380638074524;Hospital;07.04.1980
1295750018;a1234-j1243;a1234-d223;солдат;ВИШНЕВЕЦЬКИЙ Кузьма Юсуфович;ВИШНЕВЕЦЬКИЙ;Кузьма;Юсуфович;male;1295750018;+380679566280;Trip;22.09.1992
1896472540;a1234-j1244;a1234-d224;молодший сержант;КОПЧА Андрій Ілкович;КОПЧА;Андрій;Ілкович;male;1896472540;+380668938074;Trip;10.03.1989
1883238016;a1234-j1245;a1234-d224;солдат;ТИЩУК Станіслав Родіонович;ТИЩУК;Станіслав;Родіонович;male;1883238016;+380508599193;Hospital;01.12.1992
1655284201;a1234-j1246;a1234-d224;солдат;ЛАГОДА Шахін Геранович;ЛАГОДА;Шахін;Геранович;male;1655284201;+380505841862;Trip;21.02.1994
2423411443;a1234-j1247;a1234-d224;солдат;МАСЮК Ілля Леонідович;МАСЮК;Ілля;Леонідович;male;2423411443;+380678581111;Trip;08.03.1997
2053576730;a1234-j1248;a1234-d224;солдат;ГОНТАРЄВ Марат Ігорович;ГОНТАРЄВ;Марат;Ігорович;male;2053576730;+380635428397;Trip;26.09.1985
2266283424;a1234-j1249;a1234-d224;солдат;ТОПОЛЬ Марк Еугінєюсович;ТОПОЛЬ;Марк;Еугінєюсович;male;2266283424;+380638418029;Trip;01.11.1985
2576014970;a1234-j1249;a1234-d224;старший солдат;ХОРТ Мірча Русланович;ХОРТ;Мірча;Русланович;male;2576014970;+380503934054;Trip;13.11.1994
2027875496;a1234-j1251;a1234-d224;солдат;МАРНЕР Маіл Лутович;МАРНЕР;Маіл;Лутович;male;2027875496;+380639659121;Field;29.09.1997
1444879476;a1234-j1252;a1234-d224;солдат;ГОРАК Руслан Нариманович;ГОРАК;Руслан;Нариманович;male;1444879476;+380507232185;Trip;27.12.1993
2997756627;a1234-j1253;a1234-d224;солдат;ТРОЦЕНКО Степан Веніамінович;ТРОЦЕНКО;Степан;Веніамінович;male;2997756627;+380665625655;Trip;12.11.1993
2824447697;a1234-j1254;a1234-d225;солдат;ФАРИМА Назарій Юсуфович;ФАРИМА;Назарій;Юсуфович;male;2824447697;+380636797622;Trip;11.04.1992
1648595875;a1234-j1255;a1234-d225;солдат;КОНОНЧУК Єгор Андрійович;КОНОНЧУК;Єгор;Андрійович;male;1648595875;+380664587115;Hospital;25.12.1988
1409271530;a1234-j1256;a1234-d225;старший солдат;НИЧИПУРУК Федір Леонідович;НИЧИПУРУК;Федір;Леонідович;male;1409271530;+380677912935;Trip;02.10.1981
2976938539;a1234-j1257;a1234-d225;солдат;ТУРА Омелян Мефодійович;ТУРА;Омелян;Мефодійович;male;2976938539;+380677142261;Trip;28.12.1999
1414422552;a1234-j1258;a1234-d225;солдат;МОТРУК Євгеній Фарідович;МОТРУК;Євгеній;Фарідович;male;1414422552;+380637572661;Trip;20.10.1991
2773597470;a1234-j1258;a1234-d225;солдат;МАРТИНЮК Елшан Гочайович;МАРТИНЮК;Елшан;Гочайович;male;2773597470;+380505231801;Trip;09.06.1976
2146279648;a1234-j1260;a1234-d225;старший сержант;ГУРТОВЕНКО Кирил Ігоревич;ГУРТОВЕНКО;Кирил;Ігоревич;male;2146279648;+380502474482;Trip;13.12.1999
2060193534;a1234-j1261;a1234-d225;старший солдат;ГАЛЬ Микита Федорович;ГАЛЬ;Микита;Федорович;male;2060193534;+380669900683;Trip;21.01.1998
1462336202;a1234-j1262;a1234-d225;солдат;БАКУС Ігорь Таіровіч;БАКУС;Ігорь;Таіровіч;male;1462336202;+380664887407;Trip;09.04.1976
2656182414;a1234-j1263;a1234-d225;солдат;БЄГАЛІ Прокоп Романвич;БЄГАЛІ;Прокоп;Романвич;male;2656182414;+380663532335;Trip;23.07.1987
1468356195;a1234-j1264;a1234-d226;головний сержант;ПАВЛИК Данил Євгенійович;ПАВЛИК;Данил;Євгенійович;male;1468356195;+380504060886;Trip;28.06.1989
1300338227;a1234-j1265;a1234-d226;старший солдат;МАРУШКО Маіл Фролович;МАРУШКО;Маіл;Фролович;male;1300338227;+380508661303;Hospital;05.07.1999
1606686292;a1234-j1266;a1234-d226;солдат;ЯКУБОВСЬКИЙ Денис Намігович;ЯКУБОВСЬКИЙ;Денис;Намігович;male;1606686292;+380665985400;Hospital;01.04.1995
1918678185;a1234-j1267;a1234-d226;солдат;КАЛІНІН Валентин Вахтангович;КАЛІНІН;Валентин;Вахтангович;male;1918678185;+380504784049;Trip;04.09.1998
1907465992;a1234-j1268;a1234-d226;солдат;ШКЛЯРУК Ельхан Єфірович;ШКЛЯРУК;Ельхан;Єфірович;male;1907465992;+380632661105;Trip;21.11.1991
1068830941;a1234-j1268;a1234-d226;солдат;ВОЙНОЛОВИЧ Ельхан Антатолійович;ВОЙНОЛОВИЧ;Ельхан;Антатолійович;male;1068830941;+380664965539;Hospital;06.01.1978
1585010639;a1234-j1270;a1234-d226;солдат;ЦЕРКОВНИЙ Альберт Зіновійович;ЦЕРКОВНИЙ;Альберт;Зіновійович;male;1585010639;+380638669507;Trip;03.05.1981
2509618802;a1234-j1271;a1234-d226;солдат;БАДРАН Владислав Ілліч;БАДРАН;Владислав;Ілліч;male;2509618802;+380509313616;Trip;27.12.1980
1385248006;a1234-j1272;a1234-d226;солдат;ПОЧЕКАЙЛО Прокоп Едуардович;ПОЧЕКАЙЛО;Прокоп;Едуардович;male;1385248006;+380639741322;Trip;25.11.1978
1077281217;a1234-j1273;a1234-d226;солдат;ЖАРІКОВ Генадій Антонович;ЖАРІКОВ;Генадій;Антонович;male;1077281217;+380675898122;Trip;11.08.1978
1856364879;a1234-j1274;a1234-d227;солдат;ШАПОВАЛОВ Кузьма Вікентійович;ШАПОВАЛОВ;Кузьма;Вікентійович;male;1856364879;+380664347126;Trip;22.07.1991
1789373463;a1234-j1275;a1234-d227;солдат;БИЗОВ Андріан Володимирвич;БИЗОВ;Андріан;Володимирвич;male;1789373463;+380662037149;Trip;05.01.1987
1475369109;a1234-j1276;a1234-d227;солдат;ВИШНИЦЬКИЙ Владилен Тахірович;ВИШНИЦЬКИЙ;Владилен;Тахірович;male;1475369109;+380676716652;Trip;23.01.1996
2829867649;a1234-j1277;a1234-d227;солдат;ДЕРЕГУЗ Мурад Костнтинович;ДЕРЕГУЗ;Мурад;Костнтинович;male;2829867649;+380639724347;Trip;14.12.1975
2618667278;a1234-j1278;a1234-d227;солдат;КІЯХ Мірча Антатолійович;КІЯХ;Мірча;Антатолійович;male;2618667278;+380664040465;Trip;02.04.1988
2275832918;a1234-j1278;a1234-d227;солдат;БІЛИКОВ Тофік Янович;БІЛИКОВ;Тофік;Янович;male;2275832918;+380663617600;Trip;17.12.1984
1177677407;a1234-j1280;a1234-d227;солдат;РУБАН Дамір Фролович;РУБАН;Дамір;Фролович;male;1177677407;+380501454196;Trip;30.10.1980
2624991891;a1234-j1281;a1234-d227;солдат;ХУДИК Арсен Дмитрович;ХУДИК;Арсен;Дмитрович;male;2624991891;+380635859189;Trip;19.06.1977
2842431310;a1234-j1282;a1234-d227;солдат;ЧИРКОВ Ігор Станіславович;ЧИРКОВ;Ігор;Станіславович;male;2842431310;+380678477842;Trip;27.10.1997
1179053880;a1234-j1283;a1234-d227;солдат;КІРІЛЮК Ігорь Адальбертович;КІРІЛЮК;Ігорь;Адальбертович;male;1179053880;+380668712972;Trip;18.12.1989
2996614021;a1234-j1285;a1234-d228;солдат;СТОГУЛ Гліб Афанасійович;СТОГУЛ;Гліб;Афанасійович;male;2996614021;+380633075377;Trip;18.07.1975
2925381210;a1234-j1286;a1234-d229;сержант;КОСОБОКОВ Олексій Рафік;КОСОБОКОВ;Олексій;Рафік;male;2925381210;+380668829027;Trip;28.11.1984
2390925390;a1234-j1287;a1234-d229;солдат;КУРИЛО Федор Аркадійович;КУРИЛО;Федор;Аркадійович;male;2390925390;+380632469262;Trip;08.12.1999
1144054184;a1234-j1288;a1234-d229;солдат;ШИНКАРЕНКО Ельхан Антатолійович;ШИНКАРЕНКО;Ельхан;Антатолійович;male;1144054184;+380665999954;Trip;19.01.1985
2228719568;a1234-j1288;a1234-d229;солдат;АЛЕКСАНДРІН Ігорь Опанасович;АЛЕКСАНДРІН;Ігорь;Опанасович;male;2228719568;+380675987129;Trip;28.12.1999
2481942122;a1234-j1290;a1234-d229;солдат;МАТІЄНКО Олексій Романович;МАТІЄНКО;Олексій;Романович;male;2481942122;+380668821590;Trip;20.06.1982
2420311567;a1234-j1291;a1234-d230;солдат;РОЗВАЖАЄВ Кузьма Фірудінович;РОЗВАЖАЄВ;Кузьма;Фірудінович;male;2420311567;+380666327901;Trip;30.03.1977
1474176194;a1234-j1292;a1234-d230;солдат;КОЛОМІЄЦЬ Ігор Лутович;КОЛОМІЄЦЬ;Ігор;Лутович;male;1474176194;+380507969613;Trip;03.05.1997
1758452190;a1234-j1293;a1234-d230;солдат;СВИСТУНОВ Марат Валерійович;СВИСТУНОВ;Марат;Валерійович;male;1758452190;+380672772025;Trip;28.06.1993
2701799646;a1234-j1293;a1234-d230;солдат;ВОСКОБОЙНІК Сорін Йосифович;ВОСКОБОЙНІК;Сорін;Йосифович;male;2701799646;+380501713406;Trip;26.12.1996
2788366704;a1234-j1295;a1234-d230;солдат;СКЛЕЗЬ Михайло-Юрій Манолійович;СКЛЕЗЬ;Михайло-Юрій;Манолійович;male;2788366704;+380501287534;Trip;04.03.1982
2977269346;a1234-j1296;a1234-d231;молодший сержант;БОЖУК Ігнат Михйлович;БОЖУК;Ігнат;Михйлович;male;2977269346;+380637135221;Trip;23.09.1989
1086103345;a1234-j1297;a1234-d231;солдат;ДАЦКО Олексій Андрійович;ДАЦКО;Олексій;Андрійович;male;1086103345;+380636486709;Trip;02.08.1981
1619505290;a1234-j1298;a1234-d231;солдат;ОСИПЕНКО Федір Мірчевич;ОСИПЕНКО;Федір;Мірчевич;male;1619505290;+380679793347;Trip;05.01.1993
2361389050;a1234-j1298;a1234-d231;солдат;БІЛАШ Олег Григорович;БІЛАШ;Олег;Григорович;male;2361389050;+380671074776;Field;13.04.1979
1773452037;a1234-j1300;a1234-d231;солдат;ДОЛЯ Тофік Юрійович;ДОЛЯ;Тофік;Юрійович;male;1773452037;+380677951809;Trip;05.01.1983
1486602283;a1234-j1301;a1234-d232;сержант;БЄЛІК Мікаель Азатович;БЄЛІК;Мікаель;Азатович;male;1486602283;+380668263768;Hospital;09.07.1979
2870735744;a1234-j1302;a1234-d232;солдат;ТЕРЕНТ'ЄВ Фірад Наільович;ТЕРЕНТ'ЄВ;Фірад;Наільович;male;2870735744;+380631066333;Trip;31.12.1987
2385487273;a1234-j1303;a1234-d232;солдат;ШПІКУЛА Іхтіяр Ігоревич;ШПІКУЛА;Іхтіяр;Ігоревич;male;2385487273;+380672683970;Trip;21.11.1985
2680166305;a1234-j1303;a1234-d232;солдат;МОЙСІЄНКО Микита Антолійович;МОЙСІЄНКО;Микита;Антолійович;male;2680166305;+380501802096;Trip;15.07.1978
1066669907;a1234-j1305;a1234-d232;солдат;ОДОКІЄНКО Данил Маратович;ОДОКІЄНКО;Данил;Маратович;male;1066669907;+380672153737;Deserter;17.05.1994
2031065402;a1234-j1306;a1234-d233;старший лейтенант;БОНДАРЄВ Юрій Васильльович;БОНДАРЄВ;Юрій;Васильльович;male;2031065402;+380638197453;Trip;22.10.1980
1220455592;a1234-j1309;a1234-d233;штаб-сержант;ЯЦЮК Микола Опанасович;ЯЦЮК;Микола;Опанасович;male;1220455592;+380676854909;Trip;01.05.1976
2092713630;a1234-j1310;a1234-d233;молодший сержант;ПУСТОВАЛОВ Валерій Чариєвич;ПУСТОВАЛОВ;Валерій;Чариєвич;male;2092713630;+380637773244;Trip;12.06.1992
2459538660;a1234-j1311;a1234-d233;сержант;ОХОТНИКОВ Дорін Геннадійович;ОХОТНИКОВ;Дорін;Геннадійович;male;2459538660;+380636732460;Trip;02.08.1992
